Student ID	Name	Faculty	Advisor's Name	Email	Phone Number	Date of Birth	Gender	Address	Semesters	Scholarship Amount	Clubs Attending	Password	Nationality	Advisor's ID
12210069	Kang	Seoyeon	IBT	Ndqj	Daehyun	seoyeon38@inha.edu	1	053638364	20020512	0				
12210070	Jahongir	ISE	Vivek	R|thy	jahongir74@inha.edu	1037801377	2	0050716	0	0				
12210071	Jahongir	ISE	Vivek	Q{sgx	jahongir27@inha.edu	1090562859	1	9950313	0	0				
12210072	Choi	Soojin	IBT	Pfsl	Daehyun	soojin3@inha.edu	1	015822906	20051224	0				
12210073	Aibek	Temir	KLC	Glsm	Daehyun	temir77@inha.edu	1	029814430	20020626	0				
12210074	Adi	Putri	KLC	Fkrl	Daehyun	putri91@inha.edu	1	050938985	20020918	0				
12210075	Jung	Donghyun	IBT	Mcpi	Daehyun	donghyun77@inha.edu	1	092707142	19960624	0				
12210076	Dilnoza	ISE	Vivek	Lvnbs	dilnoza4@inha.edu	1091094395	1	9970514	0	0				
12210077	Islom	ISE	Vivek	Kumar	islom79@inha.edu	1055626506	2	0040524	0	0				
12210078	Sarvar	ISE	Vivek	Lvnbs	sarvar73@inha.edu	1018805789	1	9970117	0	0				
12210079	Bekbolot	Akyl	KLC	Ejqk	Daehyun	akyl77@inha.edu	1	028296280	20021124	0				
12210080	Jung	Donghyun	IBT	Sivo	Daehyun	donghyun45@inha.edu	1	081347485	20000720	0				
12210081	Azizbek	ISE	Vivek	R|thy	azizbek69@inha.edu	1021643334	1	9990616	0	0				
12210082	Kang	Seoyeon	IBT	Qgtm	Daehyun	seoyeon56@inha.edu	1	011282313	20020504	0				
12210083	Park	Hyunjin	IBT	Pfsl	Daehyun	hyunjin44@inha.edu	1	047396918	20050702	0				
12210084	Lee	Jisoo	IBT	Oerk	Daehyun	jisoo13@inha.edu	1	088223728	19970517	0				
12210085	Choi	Soojin	IBT	Ndqj	Daehyun	soojin47@inha.edu	1	016536390	19960421	0				
12210086	Malika	ISE	Vivek	Mwoct	malika17@inha.edu	1044159991	2	0010415	0	0				
12210087	Madina	ISE	Vivek	Lvnbs	madina25@inha.edu	1041858275	1	9960320	0	0				
12210088	Dilnoza	ISE	Vivek	Kumar	dilnoza76@inha.edu	1097695893	1	9980312	0	0				
12210089	Shohjahon	ISE	Vivek	Lvnbs	shohjahon75@inha.edu	1068276793	2	0021012	0	0				
12210090	Azizbek	ISE	Vivek	T~vj{	azizbek62@inha.edu	1050539327	1	9991012	0	0				
12210091	Kim	Minho	IBT	Sivo	Daehyun	minho75@inha.edu	1	071912330	20050807	0				
12210092	Kim	Minho	IBT	Rhun	Daehyun	minho32@inha.edu	1	070233975	20010507	0				
12210093	Islom	ISE	Vivek	Q{sgx	islom55@inha.edu	1065613543	1	9980514	0	0				
12210094	Malika	ISE	Vivek	Pzrfw	malika37@inha.edu	1046395865	1	9980507	0	0				
12210095	Kim	Minho	IBT	Oerk	Daehyun	minho74@inha.edu	1	014893249	20050705	0				
12210096	Dilnoza	ISE	Vivek	Nxpdu	dilnoza34@inha.edu	1017247518	1	9990303	0	0				
12210097	Kang	Seoyeon	IBT	Mcpi	Daehyun	seoyeon34@inha.edu	1	033554608	19990416	0				
12210098	Islom	ISE	Vivek	Lvnbs	islom78@inha.edu	1080431132	1	9970411	0	0				
12210099	Jung	Donghyun	IBT	Kang	Daehyun	donghyun33@inha.edu	1	016873078	19951117	0				
12210100	Jung	Donghyun	IBT	Kang	Daehyun	donghyun7@inha.edu	1	092591376	19951125	0				
12210101	Kim	Minho	IBT	Lboh	Daehyun	minho50@inha.edu	1	081846668	20031120	0				
12210102	Yamada	Taro	KLC	Ejqk	Daehyun	taro55@inha.edu	1	082601770	19980717	0				
12210103	Kim	Minho	IBT	Ndqj	Daehyun	minho63@inha.edu	1	055668868	20040811	0				
12210104	Kang	Seoyeon	IBT	Oerk	Daehyun	seoyeon58@inha.edu	1	030986563	20010204	0				
12210105	Nazira	Erkin	KLC	Hmtn	Daehyun	erkin86@inha.edu	1	068528246	20050719	0				
12210106	Azizbek	ISE	Vivek	Q{sgx	azizbek74@inha.edu	1060455367	1	9970209	0	0				
12210107	Kang	Seoyeon	IBT	Rhun	Daehyun	seoyeon84@inha.edu	1	075207940	20000309	0				
12210108	Sarvar	ISE	Vivek	S}uiz	sarvar21@inha.edu	1095587037	2	0041125	0	0				
12210109	Choi	Soojin	IBT	Tjwp	Daehyun	soojin14@inha.edu	1	047688588	19950320	0				
12210110	Nguyen	Hoa	KLC	Dipj	Daehyun	hoa68@inha.edu	1	029216781	19950110	0				
12210111	Nguyen	Hoa	KLC	Cho	Yuna	hoa66@inha.edu	1	023842065	19961019	0				
12210112	Azizbek	ISE	Vivek	Lvnbs	azizbek63@inha.edu	1096013410	2	0030820	0	0				
12210113	Kang	Seoyeon	IBT	Mcpi	Daehyun	seoyeon87@inha.edu	1	092769892	19990908	0				
12210114	Tanaka	Haruka	KLC	Fkr	Yuna	haruka1@inha.edu	1	066191469	20030706	0				
12210115	Malika	ISE	Vivek	Oyqev	malika39@inha.edu	1083865862	2	0030319	0	0				
12210116	Azizbek	ISE	Vivek	Pzrfw	azizbek32@inha.edu	1092848379	1	9980211	0	0				
12210117	Bekbolot	Akyl	KLC	Inu	Yuna	akyl71@inha.edu	1	080286826	20010127	0				
12210118	Hadi	Budi	KLC	Jov	Yuna	budi27@inha.edu	1	058148179	20010906	0				
12210119	Gulnoza	ISE	Vivek	S}uiz	gulnoza51@inha.edu	1052763622	2	0010816	0	0				
12210120	Adi	Putri	KLC	Ejq	Yuna	putri30@inha.edu	1	076255723	20010309	0				
12210121	Malika	ISE	Vivek	Lvnbs	malika98@inha.edu	1031044827	2	0010706	0	0				
12210122	Ziyoda	ISE	Vivek	Kumar	ziyoda52@inha.edu	1048976832	2	0021213	0	0				
12210123	Jahongir	ISE	Vivek	Lvnbs	jahongir28@inha.edu	1043965734	1	9961109	0	0				
12210124	Lee	Jisoo	IBT	Mcpi	Daehyun	jisoo81@inha.edu	1	048276667	19990908	0				
12210125	Ziyoda	ISE	Vivek	Nxpdu	ziyoda1@inha.edu	1035528638	1	9990507	0	0				
12210126	Kang	Seoyeon	IBT	Oerk	Daehyun	seoyeon55@inha.edu	1	075085797	20050205	0				
12210127	Choi	Soojin	IBT	Pfsl	Daehyun	soojin33@inha.edu	1	015004630	19980326	0				
12210128	Ziyoda	ISE	Vivek	Q{sgx	ziyoda97@inha.edu	1031719852	2	0041017	0	0				
12210129	Lee	Jisoo	IBT	Rhun	Daehyun	jisoo91@inha.edu	1	072431271	19980416	0				
12210130	Ruslan	Bakyt	KLC	Fkr	Yuna	bakyt98@inha.edu	1	011018043	20010828	0				
12210131	Lee	Jisoo	IBT	Mcpi	Daehyun	jisoo40@inha.edu	1	069079157	20011022	0				
12210132	Choi	Soojin	IBT	Lboh	Daehyun	soojin80@inha.edu	1	095701562	20031122	0				
12210133	Islom	ISE	Vivek	Kumar	islom21@inha.edu	1066105714	2	0000207	0	0				
12210134	Gulnoza	ISE	Vivek	Lvnbs	gulnoza58@inha.edu	1027531693	1	9990113	0	0				
12220000	Kim	Minho	IBT	Kang	Daehyun	minho78@inha.edu	1	037573596	19950814	0				
12220001	Jung	Donghyun	IBT	Lboh	Daehyun	donghyun98@inha.edu	1	051079601	19971117	0				
12220002	Jung	Donghyun	IBT	Mcpi	Daehyun	donghyun40@inha.edu	1	030774577	20030411	0				
12220003	Gulnoza	ISE	Vivek	Nxpdu	gulnoza73@inha.edu	1053422334	2	0050801	0	0				
12220004	Dilnoza	ISE	Vivek	Oyqev	dilnoza26@inha.edu	1079005139	2	0031217	0	0				
12220005	Lee	Jisoo	IBT	Pfsl	Daehyun	jisoo94@inha.edu	1	036919105	20011219	0				
12220006	Islom	ISE	Vivek	Q{sgx	islom10@inha.edu	1037039221	2	0050323	0	0				
12220007	Kang	Seoyeon	IBT	Rhun	Daehyun	seoyeon28@inha.edu	1	073585040	19980723	0				
12220008	Jahongir	ISE	Vivek	S}uiz	jahongir64@inha.edu	1089493255	1	9980323	0	0				
12220009	Shohjahon	ISE	Vivek	T~vj{	shohjahon1@inha.edu	1026019186	2	0050612	0	0				
12220010	Nazira	Erkin	KLC	Dip	Yuna	erkin43@inha.edu	1	096605443	19950825	0				
12220011	Park	Hyunjin	IBT	Kang	Daehyun	hyunjin75@inha.edu	1	048099207	20041225	0				
12220012	Min	Win	KLC	Dip	Yuna	win57@inha.edu	1	020035450	19971122	0				
12220013	Thuzar	Hnin	KLC	Ejq	Yuna	hnin96@inha.edu	1	072777284	20050420	0				
12220014	Lee	Jisoo	IBT	Ndqj	Daehyun	jisoo83@inha.edu	1	077986543	20040715	0				
12220015	Tanaka	Haruka	KLC	Gls	Yuna	haruka14@inha.edu	1	096895269	19980608	0				
12220016	Ziyoda	ISE	Vivek	Pzrfw	ziyoda48@inha.edu	1052487601	2	0001222	0	0				
12220017	Park	Hyunjin	IBT	Qgtm	Daehyun	hyunjin15@inha.edu	1	060057120	19951011	0				
12220018	Gulnoza	ISE	Vivek	R|thy	gulnoza26@inha.edu	1048722616	1	9981108	0	0				
12220019	Choi	Soojin	IBT	Sivo	Daehyun	soojin11@inha.edu	1	027484657	20030521	0				
12220020	Jung	Donghyun	IBT	Mcpi	Daehyun	donghyun13@inha.edu	1	044112339	20010318	0				
12220021	Jung	Donghyun	IBT	Lboh	Daehyun	donghyun46@inha.edu	1	033118945	20001210	0				
12220022	Choi	Soojin	IBT	Kang	Daehyun	soojin61@inha.edu	1	075008858	19960617	0				
12220023	Jung	Donghyun	IBT	Lboh	Daehyun	donghyun83@inha.edu	1	051325351	20020404	0				
12220024	Jahongir	ISE	Vivek	Mwoct	jahongir56@inha.edu	1060964084	2	0031012	0	0				
12220025	Jahongir	ISE	Kakani	Ylmd|	jahongir82@inha.edu	1039602531	2	0020618	0	0				
12220026	Bekbolot	Akyl	KLC	Gls	Yuna	akyl37@inha.edu	1	052389013	19990804	0				
12220027	Gulnoza	ISE	Kakani	[nof~	gulnoza68@inha.edu	1072547193	1	9950404	0	0				
12220028	Kang	Seoyeon	IBT	Qgtm	Daehyun	seoyeon5@inha.edu	1	036095182	19970503	0				
12220029	Kim	Minho	IBT	Rhun	Daehyun	minho85@inha.edu	1	015212565	19960214	0				
12220030	Ziyoda	ISE	Kakani	Ylmd|	ziyoda9@inha.edu	1042596702	2	0040423	0	0				
12220031	Jung	Donghyun	IBT	Mcpi	Daehyun	donghyun34@inha.edu	1	062445440	19990515	0				
12220032	Choi	Soojin	IBT	Lboh	Daehyun	soojin67@inha.edu	1	050941845	19991103	0				
12220033	Thuzar	Hnin	KLC	Cho	Yuna	hnin16@inha.edu	1	065079947	20020718	0				
12220034	Madina	ISE	Kakani	Wjkbz	madina61@inha.edu	1012027163	2	0020104	0	0				
12220035	Choi	Soojin	IBT	Mcpi	Daehyun	soojin58@inha.edu	1	016094388	20040820	0				
12220036	Azizbek	ISE	Kakani	Ylmd|	azizbek14@inha.edu	1011638094	1	9991212	0	0				
12220037	Kang	Seoyeon	IBT	Oerk	Daehyun	seoyeon31@inha.edu	1	092098298	19980525	0				
12220038	Jung	Donghyun	IBT	Hmt	Jihoon	donghyun1@inha.edu	1	017505027	19970102	0				
12220039	Gulnoza	ISE	Kakani	\opg	gulnoza48@inha.edu	1049156222	1	9950922	0	0				
12220040	Choi	Soojin	IBT	Gls	Jihoon	soojin95@inha.edu	1	047433495	20021211	0				
12220041	Madina	ISE	Kakani	Ylmd|	madina54@inha.edu	1039346009	2	0020327	0	0				
12220042	Nguyen	Hoa	KLC	Ejq	Yuna	hoa25@inha.edu	1	030538074	20011005	0				
12220043	Kim	Minho	IBT	Dip	Jihoon	minho97@inha.edu	1	088962620	19980611	0				
12220044	Kim	Minho	IBT	Cho	Jihoon	minho9@inha.edu	1	063857377	20000204	0				
12220045	Jung	Donghyun	IBT	Dip	Jihoon	donghyun87@inha.edu	1	061322139	20000509	0				
12220046	Kim	Minho	IBT	Ejq	Jihoon	minho7@inha.edu	1	018274061	19991214	0				
12220047	Ruslan	Bakyt	KLC	Fkr	Yuna	bakyt9@inha.edu	1	055228696	19960727	0				
12220048	Kim	Minho	IBT	Gls	Jihoon	minho5@inha.edu	1	086298772	20000409	0				
12220049	Gulnoza	ISE	Kakani	[nof~	gulnoza50@inha.edu	1074259672	1	9970117	0	0				
12220050	Dilnoza	ISE	Kakani	[nof~	dilnoza62@inha.edu	1068836099	1	9981212	0	0				
12220051	Adi	Putri	KLC	Gls	Yuna	putri49@inha.edu	1	016926623	19970203	0				
12220052	Kim	Minho	IBT	Fkr	Jihoon	minho15@inha.edu	1	060481981	20050220	0				
12220053	Kim	Minho	IBT	Ejq	Jihoon	minho13@inha.edu	1	096813336	19960213	0				
12220054	Kang	Seoyeon	IBT	Dip	Jihoon	seoyeon38@inha.edu	1	023276934	20030723	0				
12220055	Islom	ISE	Kakani	Vijay	islom29@inha.edu	1049988093	2	0021115	0	0				
12220056	Aibek	Temir	KLC	Dip	Yuna	temir65@inha.edu	1	089859689	20000221	0				
12220057	Park	Hyunjin	IBT	Ejq	Jihoon	hyunjin38@inha.edu	1	090876826	19971212	0				
12220058	Madina	ISE	Kakani	Ylmd|	madina39@inha.edu	1021766258	1	9990119	0	0				
12220059	Dilnoza	ISE	Kakani	Zmne}	dilnoza60@inha.edu	1077583843	2	0010603	0	0				
12220060	Malika	ISE	Kakani	\opg	malika83@inha.edu	1013599318	1	9990219	0	0				
12220061	Park	Hyunjin	IBT	Hmt	Jihoon	hyunjin93@inha.edu	1	061613893	20050103	0				
12220062	Jung	Donghyun	IBT	Gls	Jihoon	donghyun41@inha.edu	1	063291114	20051012	0				
12220063	Ziyoda	ISE	Kakani	Ylmd|	ziyoda20@inha.edu	1044902602	1	9950917	0	0				
12220064	Islom	ISE	Kakani	Xklc{	islom55@inha.edu	1039612449	1	9981206	0	0				
12220065	Park	Hyunjin	IBT	Dip	Jihoon	hyunjin3@inha.edu	1	084134422	20050928	0				
12220066	Madina	ISE	Kakani	Vijay	madina34@inha.edu	1072046415	2	0050722	0	0				
12220067	Park	Hyunjin	IBT	Dip	Jihoon	hyunjin58@inha.edu	1	013746195	20000705	0				
12220068	Malika	ISE	Kakani	Xklc{	malika97@inha.edu	1069782680	1	9980608	0	0				
12220069	Park	Hyunjin	IBT	Fkr	Jihoon	hyunjin61@inha.edu	1	088521020	20040807	0				
12220070	Nguyen	Hoa	KLC	Jov	Yuna	hoa37@inha.edu	1	057182029	19971009	0				
12220071	Madina	ISE	Kakani	\opg	madina13@inha.edu	1069745084	2	0040225	0	0				
12220072	Yamada	Taro	KLC	Hmt	Yuna	taro38@inha.edu	1	063855920	19950226	0				
12220073	Nguyen	Hoa	KLC	Gls	Yuna	hoa93@inha.edu	1	063452711	19970421	0				
12220074	Lee	Jisoo	IBT	Fkr	Jihoon	jisoo81@inha.edu	1	067085529	20020727	0				
12220075	Islom	ISE	Kakani	Xklc{	islom99@inha.edu	1076686091	2	0011227	0	0				
12220076	Aibek	Temir	KLC	Dip	Yuna	temir53@inha.edu	1	081959443	20021215	0				
12220077	Madina	ISE	Kakani	Vijay	madina25@inha.edu	1074028740	1	9970526	0	0				
12220078	Choi	Soojin	IBT	Dip	Jihoon	soojin17@inha.edu	1	024469726	20031108	0				
12220079	Park	Hyunjin	IBT	Ejq	Jihoon	hyunjin32@inha.edu	1	015123768	19951214	0				
12220080	Kang	Seoyeon	IBT	Kpw	Jihoon	seoyeon34@inha.edu	1	081943961	20031223	0				
12220081	Shohjahon	ISE	Kakani	]pqh!	shohjahon7@inha.edu	1020744188	1	9980116	0	0				
12220082	Kim	Minho	IBT	Inu	Jihoon	minho3@inha.edu	1	057118898	20000404	0				
12220083	Sarvar	ISE	Kakani	[nof~	sarvar25@inha.edu	1071446365	2	0031110	0	0				
12220084	Azizbek	ISE	Kakani	Zmne}	azizbek66@inha.edu	1084879305	2	0001114	0	0				
12220085	Jahongir	ISE	Kakani	Ylmd|	jahongir57@inha.edu	1078074327	1	9971028	0	0				
12220086	Kang	Seoyeon	IBT	Ejq	Jihoon	seoyeon40@inha.edu	1	075565666	19970625	0				
12220087	Ruslan	Bakyt	KLC	Dip	Yuna	bakyt55@inha.edu	1	029182943	19960614	0				
12220088	Sarvar	ISE	Kakani	Vijay	sarvar5@inha.edu	1046801065	1	9960409	0	0				
12220089	Kang	Seoyeon	IBT	Dip	Jihoon	seoyeon25@inha.edu	1	065109422	19990317	0				
12220090	Shohjahon	ISE	Kakani	_rsj#	shohjahon77@inha.edu	1099607468	1	9990625	0	0				
12220091	Shohjahon	ISE	Kakani	^qri"	shohjahon79@inha.edu	1041067068	2	0011106	0	0				
12220092	Aibek	Temir	KLC	Rpt	Hyunwoo	temir55@inha.edu	1	016592764	19991004	0				
12220093	Madina	ISE	Kakani	\opg	madina54@inha.edu	1059989582	2	0010617	0	0				
12220094	Hadi	Budi	KLC	Pnr	Hyunwoo	budi18@inha.edu	1	042609449	20031006	0				
12220095	Kobayashi	Riku	KLC	Omq	Hyunwoo	riku62@inha.edu	1	032218358	19990715	0				
12220096	Madina	ISE	Kakani	Ylmd|	madina53@inha.edu	1037355426	2	0020903	0	0				
12220097	Kobayashi	Riku	KLC	Mko	Hyunwoo	riku38@inha.edu	1	098409003	20000801	0				
12220098	Choi	Soojin	IBT	Dip	Jihoon	soojin42@inha.edu	1	029735801	19960315	0				
12220099	Islom	ISE	Kakani	Vijay	islom69@inha.edu	1013378438	2	0050726	0	0				
12220100	Nguyen	Hoa	KLC	Kim	Hyunwoo	hoa45@inha.edu	1	085888302	20000709	0				
12220101	Park	Hyunjin	IBT	Dip	Jihoon	hyunjin23@inha.edu	1	032753925	20010909	0				
12220102	Madina	ISE	Kakani	Xklc{	madina57@inha.edu	1092618421	1	9981203	0	0				
12220103	Azizbek	ISE	Kakani	Ylmd|	azizbek36@inha.edu	1043358085	2	0021202	0	0				
12220104	Kim	Minho	IBT	Gls	Jihoon	minho15@inha.edu	1	044085687	19970516	0				
12220105	Malika	ISE	Kakani	[nof~	malika91@inha.edu	1058866738	1	9980607	0	0				
12220106	Gulnoza	ISE	Kakani	\opg	gulnoza67@inha.edu	1019297997	1	9961002	0	0				
12220107	Jahongir	ISE	Kakani	]pqh!	jahongir7@inha.edu	1068724312	1	9970303	0	0				
12220108	Jung	Donghyun	IBT	Kpw	Jihoon	donghyun18@inha.edu	1	014731631	20040719	0				
12220109	Kang	Seoyeon	IBT	Lqx	Jihoon	seoyeon34@inha.edu	1	032028604	20010125	0				
12220110	Jung	Donghyun	IBT	Dip	Jihoon	donghyun72@inha.edu	1	044393856	19951218	0				
12220111	Shohjahon	ISE	Kakani	Vijay	shohjahon51@inha.edu	1063843009	1	9960928	0	0				
12220112	Jahongir	ISE	Kakani	Wjkbz	jahongir1@inha.edu	1068461540	1	9960516	0	0				
12220113	Gulnoza	ISE	Kakani	Xklc{	gulnoza12@inha.edu	1092776454	2	0001226	0	0				
12220114	Shohjahon	ISE	Kakani	Ylmd|	shohjahon91@inha.edu	1035387834	1	9950714	0	0				
12220115	Ruslan	Bakyt	KLC	Omq	Hyunwoo	bakyt10@inha.edu	1	062147019	19990601	0				
12220116	Lee	Jisoo	IBT	Hmt	Jihoon	jisoo72@inha.edu	1	067286487	19990104	0				
12220117	Shohjahon	ISE	Kakani	\opg	shohjahon46@inha.edu	1023387357	1	9950318	0	0				
12220118	Kang	Seoyeon	IBT	Jov	Jihoon	seoyeon37@inha.edu	1	078798868	20010421	0				
12220119	Kim	Minho	IBT	Kpw	Jihoon	minho43@inha.edu	1	064117338	20040405	0				
12220120	Takahashi	Mei	KLC	Mko	Hyunwoo	mei91@inha.edu	1	013516185	20000825	0				
12220121	Adi	Putri	KLC	Ljn	Hyunwoo	putri40@inha.edu	1	066272801	19990121	0				
12220122	Park	Hyunjin	IBT	Cho	Jihoon	hyunjin92@inha.edu	1	064779537	20030617	0				
12220123	Shohjahon	ISE	Kakani	Wjkbz	shohjahon19@inha.edu	1069352499	1	9950721	0	0				
12220124	Aung	Kyaw	KLC	Mko	Hyunwoo	kyaw35@inha.edu	1	068993141	20050202	0				
12220125	Meerim	Zhumagul	KLC	Nlp	Hyunwoo	zhumagul88@inha.edu	1	031488968	19990713	0				
12220126	Choi	Soojin	IBT	Gls	Jihoon	soojin85@inha.edu	1	026565333	20051003	0				
12220127	Choi	Soojin	IBT	Hmt	Jihoon	soojin89@inha.edu	1	033508919	20000709	0				
12220128	Jung	Donghyun	IBT	Inu	Jihoon	donghyun77@inha.edu	1	077314659	20010109	0				
12220129	Shohjahon	ISE	Kakani	]pqh!	shohjahon16@inha.edu	1024584010	1	9991010	0	0				
12220130	Shohjahon	ISE	Kakani	Ylmd|	shohjahon9@inha.edu	1066889131	1	9980426	0	0				
12220131	Jahongir	ISE	Kakani	Xklc{	jahongir34@inha.edu	1011822155	2	0020103	0	0				
12220132	Gulnoza	ISE	Kakani	Wjkbz	gulnoza57@inha.edu	1069868595	2	0030822	0	0				
12220133	Shohjahon	ISE	Kakani	Vijay	shohjahon48@inha.edu	1020469729	2	0040526	0	0				
12220134	Kim	Minho	IBT	Dip	Jihoon	minho38@inha.edu	1	019996926	19981025	0				
12220000	Shohjahon	ISE	Mehdi	Pirahandeh	shohjahon7@inha.edu	1013877364	2	0041024	0	0				
12220001	Ruslan	Bakyt	KLC	Ljn	Hyunwoo	bakyt44@inha.edu	1	029842734	19961210	0				
12220002	Sarvar	ISE	Mehdi	Rktcjcpfgj	sarvar35@inha.edu	1015802767	2	0050522	0	0				
12220003	Park	Hyunjin	IBT	Fkr	Jihoon	hyunjin98@inha.edu	1	013797672	19991220	0				
12220004	Shohjahon	ISE	Mehdi	Tmvelerhil	shohjahon10@inha.edu	1095193381	2	0010415	0	0				
12220005	Park	Hyunjin	IBT	Hmt	Jihoon	hyunjin94@inha.edu	1	061932093	20000919	0				
12220006	Dilnoza	ISE	Mehdi	Voxgngtjkn	dilnoza43@inha.edu	1020371055	2	0010618	0	0				
12220007	Takahashi	Mei	KLC	Rpt	Hyunwoo	mei54@inha.edu	1	079749912	19981005	0				
12220008	Sarvar	ISE	Mehdi	Xqzipivlmp	sarvar3@inha.edu	1056497384	2	0020825	0	0				
12220009	Lee	Jisoo	IBT	Lqx	Jihoon	jisoo70@inha.edu	1	016398834	20051201	0				
12220010	Jahongir	ISE	Mehdi	Qjsbiboefi	jahongir74@inha.edu	1094376851	2	0031025	0	0				
12220011	Lee	Jisoo	IBT	Cho	Jihoon	jisoo43@inha.edu	1	046754659	19990801	0				
12220012	Dilnoza	ISE	Mehdi	Qjsbiboefi	dilnoza12@inha.edu	1038204151	2	0020905	0	0				
12220013	Aibek	Temir	KLC	Mko	Hyunwoo	temir55@inha.edu	1	012001367	20040904	0				
12220014	Thuzar	Hnin	KLC	Nlp	Hyunwoo	hnin7@inha.edu	1	063951929	20021117	0				
12220015	Park	Hyunjin	IBT	Gls	Jihoon	hyunjin70@inha.edu	1	043255610	19980303	0				
12220016	Madina	ISE	Mehdi	Unwfmfsijm	madina57@inha.edu	1012869672	1	9970602	0	0				
12220017	Kang	Seoyeon	IBT	Inu	Jihoon	seoyeon59@inha.edu	1	045692769	19981010	0				
12220018	Kang	Seoyeon	IBT	Jov	Jihoon	seoyeon21@inha.edu	1	064543307	19960921	0				
12220019	Sarvar	ISE	Mehdi	Xqzipivlmp	sarvar94@inha.edu	1090029005	1	9970224	0	0				
12220020	Ziyoda	ISE	Mehdi	Rktcjcpfgj	ziyoda44@inha.edu	1089307241	2	0000403	0	0				
12220021	Kang	Seoyeon	IBT	Dip	Jihoon	seoyeon9@inha.edu	1	062888330	19980126	0				
12220022	Park	Hyunjin	IBT	Kim	Minsoo	hyunjin90@inha.edu	1	093582209	19950611	0				
12220023	Shohjahon	ISE	Mehdi	Qjsbiboefi	shohjahon74@inha.edu	1065451990	2	0021123	0	0				
12220024	Jahongir	ISE	Mehdi	Rktcjcpfgj	jahongir32@inha.edu	1068834166	1	9990617	0	0				
12220025	Islom	ISE	Mehdi	Sludkdqghk	islom26@inha.edu	1079062805	2	0050422	0	0				
12220026	Ziyoda	ISE	Mehdi	Tmvelerhil	ziyoda29@inha.edu	1091725939	1	9950702	0	0				
12220027	Min	Win	KLC	Pnr	Hyunwoo	win34@inha.edu	1	030497801	20020521	0				
12220028	Kim	Minho	IBT	Qos	Minsoo	minho5@inha.edu	1	075526069	20041015	0				
12220029	Park	Hyunjin	IBT	Rpt	Minsoo	hyunjin53@inha.edu	1	066222445	19950427	0				
12220030	Yamada	Taro	KLC	Nlp	Hyunwoo	taro33@inha.edu	1	011242116	20010308	0				
12220031	Malika	ISE	Mehdi	Rktcjcpfgj	malika1@inha.edu	1034745620	1	9951107	0	0				
12220032	Aung	Kyaw	KLC	Ljn	Hyunwoo	kyaw26@inha.edu	1	027403804	19981226	0				
12220033	Thuzar	Hnin	KLC	Kim	Hyunwoo	hnin35@inha.edu	1	023363302	19950405	0				
12220034	Park	Hyunjin	IBT	Ljn	Minsoo	hyunjin56@inha.edu	1	054716175	19970413	0				
12220035	Shohjahon	ISE	Mehdi	Rktcjcpfgj	shohjahon43@inha.edu	1087018604	2	0040913	0	0				
12220036	Nazira	Erkin	KLC	Nlp	Hyunwoo	erkin71@inha.edu	1	096376554	19981210	0				
12220037	Park	Hyunjin	IBT	Omq	Minsoo	hyunjin42@inha.edu	1	065197425	20040111	0				
12220038	Tanaka	Haruka	KLC	Pnr	Hyunwoo	haruka11@inha.edu	1	037744947	19960325	0				
12220039	Choi	Soojin	IBT	Qos	Minsoo	soojin46@inha.edu	1	041299240	19970912	0				
12220040	Choi	Soojin	IBT	Omq	Minsoo	soojin87@inha.edu	1	075606210	20030621	0				
12220041	Malika	ISE	Mehdi	Sludkdqghk	malika78@inha.edu	1098153255	1	9981110	0	0				
12220042	Madina	ISE	Mehdi	Rktcjcpfgj	madina97@inha.edu	1049185662	1	9970302	0	0				
12220043	Malika	ISE	Mehdi	Qjsbiboefi	malika95@inha.edu	1015758157	2	0000505	0	0				
12220044	Tanaka	Haruka	KLC	Kim	Hyunwoo	haruka19@inha.edu	1	073738107	19980601	0				
12220045	Kim	Minho	IBT	Ljn	Minsoo	minho84@inha.edu	1	010537981	20051025	0				
12220046	Choi	Soojin	IBT	Mko	Minsoo	soojin88@inha.edu	1	071572363	20021225	0				
12220047	Park	Hyunjin	IBT	Nlp	Minsoo	hyunjin30@inha.edu	1	053908868	20050728	0				
12220048	Madina	ISE	Mehdi	Tmvelerhil	madina21@inha.edu	1071205127	1	9981121	0	0				
12220049	Takahashi	Mei	KLC	Hmtn	Daehyun	mei36@inha.edu	1	084964257	20000907	0				
12220050	Park	Hyunjin	IBT	Pnr	Minsoo	hyunjin14@inha.edu	1	018154661	19950626	0				
12220051	Thuzar	Hnin	KLC	Glsm	Daehyun	hnin6@inha.edu	1	066842700	19980618	0				
12220052	Dilnoza	ISE	Mehdi	Sludkdqghk	dilnoza52@inha.edu	1023971123	2	0050412	0	0				
12220053	Park	Hyunjin	IBT	Mko	Minsoo	hyunjin68@inha.edu	1	073341568	20030208	0				
12220054	Choi	Soojin	IBT	Ljn	Minsoo	soojin69@inha.edu	1	012361477	20041103	0				
12220055	Lee	Jisoo	IBT	Kim	Minsoo	jisoo45@inha.edu	1	045893696	19990314	0				
12220056	Lee	Jisoo	IBT	Ljn	Minsoo	jisoo26@inha.edu	1	080125169	19960317	0				
12220057	Islom	ISE	Mehdi	Rktcjcpfgj	islom3@inha.edu	1029073527	1	9990401	0	0				
12220058	Yamada	Taro	KLC	Fkrl	Daehyun	taro19@inha.edu	1	016052630	19970414	0				
