Student ID,Name,Faculty,Advisor's Name,Email,Phone Number,Date of Birth,Gender,Address,Semesters,GPA,Scholarship Status / Tuition Fees,Clubs Attending
12210107,Kim Minho,IBT,Kim Seokjin,minho77@inha.edu,010-8583-3404,1997-05-20,M,"22 Jungang-Ro, Gyeyang-Gu, Incheon 120995",8,2.78,Full Tuition Fee,Rock Climbing
12210108,Aibek Temir,KLC,Jung Eunji,temir10@inha.edu,010-8221-3787,2004-04-03,M,"20 Ondang-Ro, Seo-Gu, Incheon 128923",8,3.53,Full Tuition Fee,0
12210109,Ziyoda,ISE,Jung Hoseok,ziyoda94@inha.edu,010-7282-6048,2003-04-13,F,"2 Jungang-Ro, Namdong-Gu, Incheon 127168",8,2.85,Full Tuition Fee,Skating
12210110,Aibek Temir,KLC,Lee Hana,temir53@inha.edu,010-4394-4299,1995-07-03,M,"39 Geumgang-Ro, Namdong-Gu, Incheon 127307",8,4.06,100%,Kayaking
12210111,Madina,ISE,Park Jimin,madina43@inha.edu,010-1688-6202,1997-11-12,F,"15 Myeongdong-Ro, Seo-Gu, Incheon 122626",8,3.5,Full Tuition Fee,Skating
12210112,Lee Jisoo,IBT,Choi Minseo,jisoo79@inha.edu,010-1307-5056,1997-08-07,F,"86 Cheongun-Ro, Yeonsu-Gu, Incheon 126269",8,4.06,Full Tuition Fee,Music Society
12210113,Thuzar Hnin,KLC,Jung Hoseok,hnin35@inha.edu,010-5037-6911,2000-04-20,F,"2 Cheongun-Ro, Bupyeong-Gu, Incheon 126006",8,3.49,100%,Kayaking
12210114,Malika,ISE,Jung Eunji,malika83@inha.edu,010-2527-5218,1998-05-10,F,"80 Jungang-Ro, Yeonsu-Gu, Incheon 122004",8,3.71,100%,Dance Club
12210115,Kang Seoyeon,IBT,Kang Daehyun,seoyeon58@inha.edu,010-7032-3803,2000-01-12,F,"53 Myeongdong-Ro, Yeonsu-Gu, Incheon 125398",8,4.01,Full Tuition Fee,Music Society
12210116,Kim Minho,IBT,Park Jimin,minho49@inha.edu,010-4314-5992,1998-06-14,M,"56 Jungang-Ro, Namdong-Gu, Incheon 126952",8,3.85,Full Tuition Fee,Drama Club
12210117,Aibek Temir,KLC,Lee Hana,temir85@inha.edu,010-5767-6405,2002-07-19,M,"4 Cheongun-Ro, Seo-Gu, Incheon 129966",8,2.83,25%,Kayaking
12210118,Choi Soojin,IBT,Kim Seokjin,soojin15@inha.edu,010-2506-1045,1998-11-02,F,"51 Ondang-Ro, Seo-Gu, Incheon 123635",8,4.12,100%,0
12210119,Kang Seoyeon,IBT,Kang Daehyun,seoyeon2@inha.edu,010-6434-8099,1998-11-23,F,"39 Ondang-Ro, Seo-Gu, Incheon 127988",8,3.4,Full Tuition Fee,Kayaking
12210120,Park Hyunjin,IBT,Kang Daehyun,hyunjin63@inha.edu,010-5687-4567,1998-07-19,M,"86 Geumgang-Ro, Gyeyang-Gu, Incheon 125452",8,3.5,Full Tuition Fee,Game Programming
12210121,Park Hyunjin,IBT,Jung Hoseok,hyunjin77@inha.edu,010-1583-3713,1995-10-07,M,"4 Ondang-Ro, Gyeyang-Gu, Incheon 123600",8,4.02,Full Tuition Fee,0
12210122,Choi Soojin,IBT,Kim Seokjin,soojin46@inha.edu,010-6269-4112,2005-04-04,F,"56 Cheongun-Ro, Yeonsu-Gu, Incheon 120854",8,3.4,100%,Debate Team
12210123,Adi Putri,KLC,Park Jimin,putri5@inha.edu,010-8608-6887,2002-06-21,F,"66 Myeongdong-Ro, Yeonsu-Gu, Incheon 127603",8,2.41,Full Tuition Fee,Kayaking
12210124,Shohjahon,ISE,Jung Hoseok,shohjahon1@inha.edu,010-7155-6192,2003-02-14,M,"42 Myeongdong-Ro, Yeonsu-Gu, Incheon 127065",8,4.06,Full Tuition Fee,Dance Club
12210125,Shohjahon,ISE,Jung Hoseok,shohjahon82@inha.edu,010-9856-8681,1999-04-19,M,"27 Ondang-Ro, Namdong-Gu, Incheon 122887",8,3.31,Full Tuition Fee,0
12210126,Park Hyunjin,IBT,Lee Hana,hyunjin46@inha.edu,010-4741-4043,1995-06-05,M,"69 Geumgang-Ro, Namdong-Gu, Incheon 120451",8,2.29,25%,Debate Team
12210127,Jung Donghyun,IBT,Jung Hoseok,donghyun70@inha.edu,010-1282-2339,2000-08-02,M,"81 Myeongdong-Ro, Gyeyang-Gu, Incheon 120940",8,3.16,100%,Kayaking
12210128,Kim Minho,IBT,Kim Seokjin,minho15@inha.edu,010-5084-8589,2001-03-01,M,"86 Jungang-Ro, Gyeyang-Gu, Incheon 125707",8,3.63,Full Tuition Fee,Drama Club
12210129,Jahongir,ISE,Jung Hoseok,jahongir54@inha.edu,010-3478-4134,2005-06-09,M,"55 Ondang-Ro, Bupyeong-Gu, Incheon 121848",8,3.33,Full Tuition Fee,Rock Climbing
12210130,Park Hyunjin,IBT,Park Jimin,hyunjin73@inha.edu,010-3426-9624,2005-05-02,M,"51 Geumgang-Ro, Seo-Gu, Incheon 126054",8,3.69,100%,Rock Climbing
12210131,Malika,ISE,Kang Daehyun,malika96@inha.edu,010-6716-2363,1997-04-27,F,"16 Geumgang-Ro, Bupyeong-Gu, Incheon 127796",8,2.38,25%,Skating
12210132,Park Hyunjin,IBT,Kim Seokjin,hyunjin41@inha.edu,010-2070-3016,2003-02-17,M,"45 Geumgang-Ro, Gyeyang-Gu, Incheon 121370",8,4.15,Full Tuition Fee,Dance Club
12210133,Gulnoza,ISE,Park Jimin,gulnoza57@inha.edu,010-2203-5207,1998-03-14,F,"30 Myeongdong-Ro, Bupyeong-Gu, Incheon 121593",8,2.33,Full Tuition Fee,Kayaking
12210134,Kim Minho,IBT,Choi Minseo,minho37@inha.edu,010-6333-6728,2000-07-28,M,"30 Geumgang-Ro, Namdong-Gu, Incheon 129067",8,3.98,Full Tuition Fee,Rock Climbing
12210000,Islom,ISE,Jung Hoseok,islom92@inha.edu,010-4403-1910,1997-12-15,M,"68 Cheongun-Ro, Yeonsu-Gu, Incheon 125904",7,2.55,25%,Debate Team
12210001,Jung Donghyun,IBT,Jung Eunji,donghyun82@inha.edu,010-9628-5749,2000-12-25,M,"89 Ondang-Ro, Namdong-Gu, Incheon 123276",7,2.23,50%,Debate Team
12210002,Aizada Nurlan,KLC,Kang Daehyun,nurlan34@inha.edu,010-3092-7923,1998-08-08,F,"34 Cheongun-Ro, Bupyeong-Gu, Incheon 125558",7,3.82,Full Tuition Fee,Kayaking
12210003,Malika,ISE,Jung Hoseok,malika88@inha.edu,010-7066-7273,2001-08-21,F,"93 Ondang-Ro, Yeonsu-Gu, Incheon 125474",7,3.54,100%,Debate Team
12210004,Kang Seoyeon,IBT,Lee Hana,seoyeon85@inha.edu,010-5949-6601,2003-12-16,F,"81 Geumgang-Ro, Namdong-Gu, Incheon 121521",7,4.38,Full Tuition Fee,Debate Team
12210005,Madina,ISE,Park Jimin,madina44@inha.edu,010-2383-8560,1995-07-19,F,"96 Ondang-Ro, Bupyeong-Gu, Incheon 123613",7,2.86,25%,Rock Climbing
12210006,Choi Soojin,IBT,Jung Hoseok,soojin67@inha.edu,010-4801-5610,1996-01-01,F,"70 Geumgang-Ro, Namdong-Gu, Incheon 123781",7,2.71,50%,0
12210007,Jung Donghyun,IBT,Lee Hana,donghyun45@inha.edu,010-4273-3963,1999-03-07,M,"87 Myeongdong-Ro, Yeonsu-Gu, Incheon 129223",7,2.38,50%,Drama Club
12210008,Lee Jisoo,IBT,Jung Hoseok,jisoo5@inha.edu,010-6263-8841,2000-08-27,F,"70 Ondang-Ro, Seo-Gu, Incheon 127643",7,2.63,Full Tuition Fee,Debate Team
12210009,Yamada Taro,KLC,Jung Hoseok,taro26@inha.edu,010-1203-2495,1996-06-25,M,"63 Cheongun-Ro, Bupyeong-Gu, Incheon 121330",7,4.22,50%,0
12210010,Madina,ISE,Park Jimin,madina85@inha.edu,010-3206-8710,1998-05-15,F,"96 Geumgang-Ro, Yeonsu-Gu, Incheon 124860",7,3.88,100%,Dance Club
12210011,Jahongir,ISE,Jung Hoseok,jahongir44@inha.edu,010-1620-5289,1996-05-12,M,"31 Myeongdong-Ro, Gyeyang-Gu, Incheon 121512",7,2.14,Full Tuition Fee,0
12210012,Jung Donghyun,IBT,Park Jimin,donghyun27@inha.edu,010-1163-6812,1998-03-22,M,"70 Jungang-Ro, Seo-Gu, Incheon 121558",7,3.75,25%,Game Programming
12210013,Madina,ISE,Jung Hoseok,madina3@inha.edu,010-6374-4999,2004-03-11,F,"97 Myeongdong-Ro, Bupyeong-Gu, Incheon 120157",7,2.96,Full Tuition Fee,Rock Climbing
12210014,Kang Seoyeon,IBT,Choi Minseo,seoyeon53@inha.edu,010-2983-2457,1996-02-20,F,"49 Jungang-Ro, Gyeyang-Gu, Incheon 126702",7,4.12,25%,Rock Climbing
12210015,Dilnoza,ISE,Park Jimin,dilnoza9@inha.edu,010-5056-7154,1998-08-19,F,"76 Ondang-Ro, Yeonsu-Gu, Incheon 124646",7,3.31,Full Tuition Fee,0
12210016,Islom,ISE,Lee Hana,islom38@inha.edu,010-6855-4605,2000-03-11,M,"14 Geumgang-Ro, Bupyeong-Gu, Incheon 128382",7,3.8,50%,Music Society
12210017,Dilnoza,ISE,Jung Eunji,dilnoza1@inha.edu,010-2295-4493,1999-07-27,F,"36 Myeongdong-Ro, Bupyeong-Gu, Incheon 123129",7,3.35,25%,Dance Club
12210018,Kim Minho,IBT,Lee Hana,minho6@inha.edu,010-2983-8387,2000-09-13,M,"12 Geumgang-Ro, Namdong-Gu, Incheon 121298",7,4.15,Full Tuition Fee,0
12210019,Shohjahon,ISE,Jung Eunji,shohjahon50@inha.edu,010-3881-2509,1996-06-02,M,"63 Jungang-Ro, Seo-Gu, Incheon 128145",7,2.46,100%,Drama Club
12210020,Gulnoza,ISE,Lee Hana,gulnoza74@inha.edu,010-1056-3635,1996-04-04,F,"60 Myeongdong-Ro, Yeonsu-Gu, Incheon 120919",7,3.8,50%,Game Programming
12210021,Madina,ISE,Lee Hana,madina8@inha.edu,010-9084-7738,2004-10-18,F,"19 Cheongun-Ro, Yeonsu-Gu, Incheon 121030",7,2.97,Full Tuition Fee,Game Programming
12210022,Azizbek,ISE,Jung Hoseok,azizbek96@inha.edu,010-7387-9472,1999-11-11,M,"91 Geumgang-Ro, Gyeyang-Gu, Incheon 120260",7,2.89,50%,0
12210023,Dilnoza,ISE,Park Jimin,dilnoza83@inha.edu,010-8438-5157,2002-01-27,F,"90 Cheongun-Ro, Gyeyang-Gu, Incheon 122488",7,4.3,Full Tuition Fee,Rock Climbing
12210024,Choi Soojin,IBT,Choi Minseo,soojin77@inha.edu,010-2095-5847,2001-04-14,F,"35 Ondang-Ro, Gyeyang-Gu, Incheon 121726",7,4.14,100%,Rock Climbing
12210025,Takahashi Mei,KLC,Jung Hoseok,mei12@inha.edu,010-2255-1623,2004-11-26,F,"47 Ondang-Ro, Seo-Gu, Incheon 125106",7,2.53,50%,Game Programming
12210026,Choi Soojin,IBT,Choi Minseo,soojin93@inha.edu,010-6916-9418,1996-09-09,F,"23 Jungang-Ro, Yeonsu-Gu, Incheon 129258",7,4.24,Full Tuition Fee,Rock Climbing
12210027,Choi Soojin,IBT,Jung Hoseok,soojin12@inha.edu,010-6837-8212,1999-03-25,F,"18 Cheongun-Ro, Namdong-Gu, Incheon 128585",7,2.02,25%,Dance Club
12210028,Aibek Temir,KLC,Park Jimin,temir23@inha.edu,010-5735-1289,1996-08-21,M,"63 Ondang-Ro, Gyeyang-Gu, Incheon 123402",7,2.67,Full Tuition Fee,Kayaking
12210029,Ruslan Bakyt,KLC,Park Jimin,bakyt45@inha.edu,010-2704-1188,1997-08-03,M,"21 Geumgang-Ro, Gyeyang-Gu, Incheon 129627",7,3.77,50%,Skating
12210030,Islom,ISE,Park Jimin,islom88@inha.edu,010-2482-2426,2003-10-28,M,"38 Cheongun-Ro, Seo-Gu, Incheon 128498",7,4.06,100%,Music Society
12210031,Kang Seoyeon,IBT,Jung Eunji,seoyeon31@inha.edu,010-4858-2978,1998-07-03,F,"59 Jungang-Ro, Yeonsu-Gu, Incheon 129972",7,2.07,25%,Game Programming
12210032,Sarvar,ISE,Lee Hana,sarvar53@inha.edu,010-6389-8153,1999-06-12,M,"89 Geumgang-Ro, Bupyeong-Gu, Incheon 129362",7,3.84,Full Tuition Fee,Rock Climbing
12210033,Lee Jisoo,IBT,Kang Daehyun,jisoo38@inha.edu,010-5537-9312,1999-08-09,F,"13 Cheongun-Ro, Yeonsu-Gu, Incheon 123037",7,4.06,Full Tuition Fee,0
12210034,Choi Soojin,IBT,Choi Minseo,soojin31@inha.edu,010-5401-8580,2000-03-07,F,"58 Geumgang-Ro, Seo-Gu, Incheon 121923",7,2.58,Full Tuition Fee,Game Programming
12210035,Min Win,KLC,Kang Daehyun,win61@inha.edu,010-4693-3879,1995-08-13,M,"40 Ondang-Ro, Yeonsu-Gu, Incheon 125408",7,3.55,50%,0
12210036,Thuzar Hnin,KLC,Lee Hana,hnin54@inha.edu,010-8718-3121,1997-07-10,F,"10 Cheongun-Ro, Yeonsu-Gu, Incheon 127816",7,2.49,25%,Debate Team
12210037,Aizada Nurlan,KLC,Choi Minseo,nurlan73@inha.edu,010-9373-5486,1999-10-16,F,"36 Ondang-Ro, Yeonsu-Gu, Incheon 125665",7,2.83,Full Tuition Fee,0
12210038,Choi Soojin,IBT,Choi Minseo,soojin2@inha.edu,010-9730-7290,1996-10-14,F,"53 Cheongun-Ro, Yeonsu-Gu, Incheon 124334",7,3.11,100%,0
12210039,Kim Minho,IBT,Kim Seokjin,minho67@inha.edu,010-1818-1975,1996-01-15,M,"54 Myeongdong-Ro, Seo-Gu, Incheon 126125",7,4.31,Full Tuition Fee,Rock Climbing
12210040,Jung Donghyun,IBT,Jung Eunji,donghyun29@inha.edu,010-9102-2302,1998-01-09,M,"77 Jungang-Ro, Gyeyang-Gu, Incheon 126052",7,2.06,50%,Dance Club
12210041,Kang Seoyeon,IBT,Lee Hana,seoyeon58@inha.edu,010-1936-7478,2001-06-07,F,"57 Myeongdong-Ro, Gyeyang-Gu, Incheon 121676",7,3.0,Full Tuition Fee,Kayaking
12210042,Choi Soojin,IBT,Kim Seokjin,soojin21@inha.edu,010-2350-3354,1997-10-14,F,"38 Myeongdong-Ro, Yeonsu-Gu, Incheon 123806",7,3.87,Full Tuition Fee,Dance Club
12210043,Park Hyunjin,IBT,Jung Eunji,hyunjin45@inha.edu,010-6117-7811,2001-02-06,M,"34 Geumgang-Ro, Bupyeong-Gu, Incheon 129423",7,3.62,100%,Kayaking
12210044,Jahongir,ISE,Kim Seokjin,jahongir79@inha.edu,010-5843-5349,2004-11-20,M,"12 Ondang-Ro, Bupyeong-Gu, Incheon 124735",7,3.34,100%,Dance Club
12210045,Kim Minho,IBT,Lee Hana,minho76@inha.edu,010-7559-7396,2000-08-19,M,"15 Ondang-Ro, Namdong-Gu, Incheon 122530",7,2.48,100%,Rock Climbing
12210046,Gulnoza,ISE,Kang Daehyun,gulnoza13@inha.edu,010-5913-2751,2001-01-10,F,"60 Myeongdong-Ro, Namdong-Gu, Incheon 128797",7,4.06,100%,Skating
12210047,Ziyoda,ISE,Park Jimin,ziyoda14@inha.edu,010-6394-7044,1995-02-13,F,"80 Geumgang-Ro, Yeonsu-Gu, Incheon 123969",7,4.0,Full Tuition Fee,0
12210048,Sarvar,ISE,Choi Minseo,sarvar84@inha.edu,010-2028-5396,2002-06-26,M,"35 Myeongdong-Ro, Yeonsu-Gu, Incheon 129163",7,2.17,Full Tuition Fee,Rock Climbing
12210049,Ziyoda,ISE,Choi Minseo,ziyoda31@inha.edu,010-9201-5667,1997-02-10,F,"28 Cheongun-Ro, Bupyeong-Gu, Incheon 125687",7,4.06,25%,Game Programming
12210050,Azizbek,ISE,Kang Daehyun,azizbek80@inha.edu,010-1610-4752,2004-11-27,M,"46 Cheongun-Ro, Bupyeong-Gu, Incheon 128278",7,2.94,Full Tuition Fee,Rock Climbing
12210051,Sarvar,ISE,Park Jimin,sarvar84@inha.edu,010-5401-6622,1998-04-06,M,"10 Geumgang-Ro, Seo-Gu, Incheon 121729",7,3.41,Full Tuition Fee,0
12210052,Madina,ISE,Park Jimin,madina21@inha.edu,010-2613-6164,2003-05-14,F,"2 Jungang-Ro, Seo-Gu, Incheon 123748",7,3.46,50%,Rock Climbing
12210053,Kang Seoyeon,IBT,Kim Seokjin,seoyeon22@inha.edu,010-9851-7188,1995-07-17,F,"69 Ondang-Ro, Gyeyang-Gu, Incheon 127483",7,2.56,Full Tuition Fee,0
12210054,Shohjahon,ISE,Park Jimin,shohjahon36@inha.edu,010-1964-2987,1997-10-07,M,"51 Cheongun-Ro, Bupyeong-Gu, Incheon 122508",7,3.37,50%,Game Programming
12210055,Thuzar Hnin,KLC,Lee Hana,hnin50@inha.edu,010-1587-7608,1996-03-26,F,"59 Myeongdong-Ro, Yeonsu-Gu, Incheon 120984",7,3.73,Full Tuition Fee,Debate Team
12210056,Min Win,KLC,Park Jimin,win80@inha.edu,010-2232-9461,2003-07-14,M,"2 Geumgang-Ro, Gyeyang-Gu, Incheon 128823",7,2.51,Full Tuition Fee,0
12210057,Islom,ISE,Kim Seokjin,islom71@inha.edu,010-2574-1087,2003-09-16,M,"50 Cheongun-Ro, Gyeyang-Gu, Incheon 126085",7,3.73,50%,0
12210058,Jung Donghyun,IBT,Kim Seokjin,donghyun70@inha.edu,010-1477-5658,1995-04-07,M,"18 Ondang-Ro, Bupyeong-Gu, Incheon 122532",7,4.35,Full Tuition Fee,0
12210059,Kim Minho,IBT,Kang Daehyun,minho79@inha.edu,010-6027-6787,2004-05-26,M,"58 Myeongdong-Ro, Seo-Gu, Incheon 129539",7,2.04,Full Tuition Fee,Dance Club
12210060,Kang Seoyeon,IBT,Jung Eunji,seoyeon41@inha.edu,010-9679-8580,1999-12-04,F,"87 Jungang-Ro, Gyeyang-Gu, Incheon 120155",7,2.85,Full Tuition Fee,0
12210061,Lee Jisoo,IBT,Lee Hana,jisoo87@inha.edu,010-7425-2425,2005-10-09,F,"13 Geumgang-Ro, Gyeyang-Gu, Incheon 122905",7,2.04,100%,Game Programming
12210062,Jung Donghyun,IBT,Jung Eunji,donghyun99@inha.edu,010-9691-5623,2005-01-06,M,"21 Geumgang-Ro, Seo-Gu, Incheon 126727",7,4.19,Full Tuition Fee,Rock Climbing
12210063,Azizbek,ISE,Park Jimin,azizbek39@inha.edu,010-8979-4219,2003-11-27,M,"99 Myeongdong-Ro, Gyeyang-Gu, Incheon 126604",7,3.71,50%,Skating
12210064,Park Hyunjin,IBT,Choi Minseo,hyunjin56@inha.edu,010-6490-6307,2003-12-16,M,"78 Jungang-Ro, Seo-Gu, Incheon 128403",7,2.58,Full Tuition Fee,0
12210065,Islom,ISE,Choi Minseo,islom71@inha.edu,010-3649-8237,2002-05-20,M,"99 Geumgang-Ro, Namdong-Gu, Incheon 129628",7,3.97,25%,Rock Climbing
12210066,Azizbek,ISE,Choi Minseo,azizbek94@inha.edu,010-2645-3295,2004-06-10,M,"23 Geumgang-Ro, Seo-Gu, Incheon 129864",7,2.75,Full Tuition Fee,Kayaking
12210067,Jahongir,ISE,Jung Hoseok,jahongir55@inha.edu,010-3525-3142,2005-05-15,M,"93 Ondang-Ro, Namdong-Gu, Incheon 126961",7,3.27,Full Tuition Fee,Dance Club
12210068,Park Hyunjin,IBT,Jung Eunji,hyunjin81@inha.edu,010-1444-3081,2002-10-15,M,"36 Cheongun-Ro, Yeonsu-Gu, Incheon 126804",7,2.97,Full Tuition Fee,0
12210069,Kang Seoyeon,IBT,Choi Minseo,seoyeon38@inha.edu,010-5363-8364,2002-05-12,F,"99 Ondang-Ro, Namdong-Gu, Incheon 125114",7,2.8,Full Tuition Fee,Kayaking
12210070,Jahongir,ISE,Choi Minseo,jahongir74@inha.edu,010-3780-1377,2005-07-16,M,"91 Myeongdong-Ro, Gyeyang-Gu, Incheon 128752",7,3.24,Full Tuition Fee,Drama Club
12210071,Jahongir,ISE,Jung Hoseok,jahongir27@inha.edu,010-9056-2859,1995-03-13,M,"67 Jungang-Ro, Yeonsu-Gu, Incheon 126894",7,2.8,100%,Rock Climbing
12210072,Choi Soojin,IBT,Choi Minseo,soojin3@inha.edu,010-1582-2906,2005-12-24,F,"45 Cheongun-Ro, Seo-Gu, Incheon 126274",7,3.98,25%,Kayaking
12210073,Aibek Temir,KLC,Kim Seokjin,temir77@inha.edu,010-2981-4430,2002-06-26,M,"65 Geumgang-Ro, Gyeyang-Gu, Incheon 129193",7,4.18,50%,Kayaking
12210074,Adi Putri,KLC,Jung Eunji,putri91@inha.edu,010-5093-8985,2002-09-18,F,"49 Jungang-Ro, Bupyeong-Gu, Incheon 125287",7,2.09,50%,Kayaking
12210075,Jung Donghyun,IBT,Kim Seokjin,donghyun77@inha.edu,010-9270-7142,1996-06-24,M,"86 Cheongun-Ro, Seo-Gu, Incheon 128402",7,3.64,50%,Music Society
12210076,Dilnoza,ISE,Kim Seokjin,dilnoza4@inha.edu,010-9109-4395,1997-05-14,F,"84 Myeongdong-Ro, Namdong-Gu, Incheon 121240",7,3.13,100%,Rock Climbing
12210077,Islom,ISE,Kim Seokjin,islom79@inha.edu,010-5562-6506,2004-05-24,M,"40 Jungang-Ro, Bupyeong-Gu, Incheon 122250",7,3.54,25%,Skating
12210078,Sarvar,ISE,Park Jimin,sarvar73@inha.edu,010-1880-5789,1997-01-17,M,"35 Ondang-Ro, Namdong-Gu, Incheon 121439",7,3.84,100%,Dance Club
12210079,Bekbolot Akyl,KLC,Lee Hana,akyl77@inha.edu,010-2829-6280,2002-11-24,M,"64 Jungang-Ro, Yeonsu-Gu, Incheon 128270",7,2.16,Full Tuition Fee,Rock Climbing
12210080,Jung Donghyun,IBT,Jung Eunji,donghyun45@inha.edu,010-8134-7485,2000-07-20,M,"90 Ondang-Ro, Yeonsu-Gu, Incheon 127318",7,2.6,Full Tuition Fee,0
12210081,Azizbek,ISE,Jung Eunji,azizbek69@inha.edu,010-2164-3334,1999-06-16,M,"11 Jungang-Ro, Seo-Gu, Incheon 128486",7,3.19,Full Tuition Fee,0
12210082,Kang Seoyeon,IBT,Jung Eunji,seoyeon56@inha.edu,010-1128-2313,2002-05-04,F,"30 Myeongdong-Ro, Bupyeong-Gu, Incheon 129949",7,2.25,25%,Debate Team
12210083,Park Hyunjin,IBT,Jung Eunji,hyunjin44@inha.edu,010-4739-6918,2005-07-02,M,"6 Myeongdong-Ro, Bupyeong-Gu, Incheon 124968",7,2.39,Full Tuition Fee,Debate Team
12210084,Lee Jisoo,IBT,Kang Daehyun,jisoo13@inha.edu,010-8822-3728,1997-05-17,F,"66 Geumgang-Ro, Bupyeong-Gu, Incheon 122169",7,3.4,25%,Skating
12210085,Choi Soojin,IBT,Choi Minseo,soojin47@inha.edu,010-1653-6390,1996-04-21,F,"9 Myeongdong-Ro, Namdong-Gu, Incheon 127535",7,2.22,100%,Music Society
12210086,Malika,ISE,Choi Minseo,malika17@inha.edu,010-4415-9991,2001-04-15,F,"20 Geumgang-Ro, Gyeyang-Gu, Incheon 121269",7,3.6,Full Tuition Fee,0
12210087,Madina,ISE,Lee Hana,madina25@inha.edu,010-4185-8275,1996-03-20,F,"79 Myeongdong-Ro, Namdong-Gu, Incheon 127177",7,2.53,25%,Game Programming
12210088,Dilnoza,ISE,Jung Eunji,dilnoza76@inha.edu,010-9769-5893,1998-03-12,F,"35 Cheongun-Ro, Bupyeong-Gu, Incheon 129315",7,3.84,25%,Drama Club
12210089,Shohjahon,ISE,Lee Hana,shohjahon75@inha.edu,010-6827-6793,2002-10-12,M,"9 Geumgang-Ro, Seo-Gu, Incheon 127626",7,3.42,100%,0
12210090,Azizbek,ISE,Jung Hoseok,azizbek62@inha.edu,010-5053-9327,1999-10-12,M,"6 Geumgang-Ro, Namdong-Gu, Incheon 122082",7,4.4,100%,Dance Club
12210091,Kim Minho,IBT,Choi Minseo,minho75@inha.edu,010-7191-2330,2005-08-07,M,"20 Cheongun-Ro, Yeonsu-Gu, Incheon 128658",7,2.73,25%,0
12210092,Kim Minho,IBT,Kim Seokjin,minho32@inha.edu,010-7023-3975,2001-05-07,M,"37 Ondang-Ro, Gyeyang-Gu, Incheon 127135",7,4.29,50%,Dance Club
12210093,Islom,ISE,Kim Seokjin,islom55@inha.edu,010-6561-3543,1998-05-14,M,"6 Cheongun-Ro, Namdong-Gu, Incheon 123144",7,3.29,100%,Dance Club
12210094,Malika,ISE,Choi Minseo,malika37@inha.edu,010-4639-5865,1998-05-07,F,"16 Jungang-Ro, Seo-Gu, Incheon 125400",7,2.18,100%,Game Programming
12210095,Kim Minho,IBT,Park Jimin,minho74@inha.edu,010-1489-3249,2005-07-05,M,"63 Cheongun-Ro, Gyeyang-Gu, Incheon 126483",7,2.14,25%,Game Programming
12210096,Dilnoza,ISE,Park Jimin,dilnoza34@inha.edu,010-1724-7518,1999-03-03,F,"26 Myeongdong-Ro, Namdong-Gu, Incheon 125332",7,3.95,Full Tuition Fee,Drama Club
12210097,Kang Seoyeon,IBT,Lee Hana,seoyeon34@inha.edu,010-3355-4608,1999-04-16,F,"92 Jungang-Ro, Gyeyang-Gu, Incheon 126835",7,4.06,Full Tuition Fee,Game Programming
12210098,Islom,ISE,Kang Daehyun,islom78@inha.edu,010-8043-1132,1997-04-11,M,"95 Ondang-Ro, Namdong-Gu, Incheon 124782",7,4.27,25%,Skating
12210099,Jung Donghyun,IBT,Choi Minseo,donghyun33@inha.edu,010-1687-3078,1995-11-17,M,"41 Ondang-Ro, Seo-Gu, Incheon 126247",7,2.67,Full Tuition Fee,Skating
12210100,Jung Donghyun,IBT,Kim Seokjin,donghyun7@inha.edu,010-9259-1376,1995-11-25,M,"85 Ondang-Ro, Namdong-Gu, Incheon 120410",7,3.96,25%,Game Programming
12210101,Kim Minho,IBT,Jung Hoseok,minho50@inha.edu,010-8184-6668,2003-11-20,M,"11 Cheongun-Ro, Yeonsu-Gu, Incheon 126757",7,3.36,Full Tuition Fee,0
12210102,Yamada Taro,KLC,Choi Minseo,taro55@inha.edu,010-8260-1770,1998-07-17,M,"26 Geumgang-Ro, Seo-Gu, Incheon 126230",7,3.19,Full Tuition Fee,Music Society
12210103,Kim Minho,IBT,Lee Hana,minho63@inha.edu,010-5566-8868,2004-08-11,M,"88 Geumgang-Ro, Namdong-Gu, Incheon 129144",7,3.64,25%,0
12210104,Kang Seoyeon,IBT,Lee Hana,seoyeon58@inha.edu,010-3098-6563,2001-02-04,F,"75 Geumgang-Ro, Seo-Gu, Incheon 126460",7,4.13,Full Tuition Fee,Skating
12210105,Nazira Erkin,KLC,Jung Hoseok,erkin86@inha.edu,010-6852-8246,2005-07-19,F,"76 Geumgang-Ro, Bupyeong-Gu, Incheon 120347",7,3.38,100%,Drama Club
12210106,Azizbek,ISE,Kim Seokjin,azizbek74@inha.edu,010-6045-5367,1997-02-09,M,"37 Ondang-Ro, Yeonsu-Gu, Incheon 123966",7,2.04,Full Tuition Fee,Music Society
12210107,Kang Seoyeon,IBT,Kim Seokjin,seoyeon84@inha.edu,010-7520-7940,2000-03-09,F,"33 Myeongdong-Ro, Gyeyang-Gu, Incheon 127689",7,3.29,100%,Dance Club
12210108,Sarvar,ISE,Choi Minseo,sarvar21@inha.edu,010-9558-7037,2004-11-25,M,"12 Ondang-Ro, Yeonsu-Gu, Incheon 128752",7,2.73,100%,Drama Club
12210109,Choi Soojin,IBT,Choi Minseo,soojin14@inha.edu,010-4768-8588,1995-03-20,F,"10 Cheongun-Ro, Bupyeong-Gu, Incheon 129737",7,2.46,100%,0
