Student ID,Name,Faculty,Advisor's Name,Email,Phone Number,Date of Birth,Gender,Address,Semesters,Scholarship Status / Tuition Fees,Clubs Attending,Password,Nationality
12210113,Thuzar Hnin,KLC,Jung Hoseok,hnin35@inha.edu,1050376911,20000420,F,"2 CheongunRo, BupyeongGu, Incheon 126006",8,100,Kayaking,{ysCQ*jH`y,Australia
12210114,Malika,ISE,Jung Eunji,malika83@inha.edu,1025275218,19980510,F,"80 JungangRo, YeonsuGu, Incheon 122004",8,100,Dance Club,5Kk[Y(oC6,Brazil
12210115,Kang Seoyeon,IBT,Kang Daehyun,seoyeon58@inha.edu,1070323803,20000112,F,"53 MyeongdongRo, YeonsuGu, Incheon 125398",8,0,Music Society,",:D9j44YTD",South Korea
12210116,Kim Minho,IBT,Park Jimin,minho49@inha.edu,1043145992,19980614,M,"56 JungangRo, NamdongGu, Incheon 126952",8,0,Drama Club,62t`k~pXw\,South Korea
12210117,Aibek Temir,KLC,Lee Hana,temir85@inha.edu,1057676405,20020719,M,"4 CheongunRo, SeoGu, Incheon 129966",8,25,Kayaking,`O\w}t@K$d,India
12210118,Choi Soojin,IBT,Kim Seokjin,soojin15@inha.edu,1025061045,19981102,F,"51 OndangRo, SeoGu, Incheon 123635",8,100,0,9>X]I_;&zK,Germany
12210119,Kang Seoyeon,IBT,Kang Daehyun,seoyeon2@inha.edu,1064348099,19981123,F,"39 OndangRo, SeoGu, Incheon 127988",8,0,Kayaking,.f5qoL$tRg,South Korea
12210120,Park Hyunjin,IBT,Kang Daehyun,hyunjin63@inha.edu,1056874567,19980719,M,"86 GeumgangRo, GyeyangGu, Incheon 125452",8,0,Game Programming,"K),Uiz#thl",South Korea
12210121,Park Hyunjin,IBT,Jung Hoseok,hyunjin77@inha.edu,1015833713,19951007,M,"4 OndangRo, GyeyangGu, Incheon 123600",8,0,0,U:%Z:/6C9y,South Korea
12210122,Choi Soojin,IBT,Kim Seokjin,soojin46@inha.edu,1062694112,20050404,F,"56 CheongunRo, YeonsuGu, Incheon 120854",8,100,Debate Team,^?qt]c7n;$,Brazil
12210123,Adi Putri,KLC,Park Jimin,putri5@inha.edu,1086086887,20020621,F,"66 MyeongdongRo, YeonsuGu, Incheon 127603",8,0,Kayaking,"i:nx^Sg1,:",Australia
12210124,Shohjahon,ISE,Jung Hoseok,shohjahon1@inha.edu,1071556192,20030214,M,"42 MyeongdongRo, YeonsuGu, Incheon 127065",8,0,Dance Club,M}gW7cT~r,Brazil
12210125,Shohjahon,ISE,Jung Hoseok,shohjahon82@inha.edu,1098568681,19990419,M,"27 OndangRo, NamdongGu, Incheon 122887",8,0,0,rHC^H:Jr;5,United States
12210126,Park Hyunjin,IBT,Lee Hana,hyunjin46@inha.edu,1047414043,19950605,M,"69 GeumgangRo, NamdongGu, Incheon 120451",8,25,Debate Team,l!.\{~_qVB,South Korea
12210127,Jung Donghyun,IBT,Jung Hoseok,donghyun70@inha.edu,1012822339,20000802,M,"81 MyeongdongRo, GyeyangGu, Incheon 120940",8,100,Kayaking,fLV:!Nz8(L,United States
12210128,Kim Minho,IBT,Kim Seokjin,minho15@inha.edu,1050848589,20010301,M,"86 JungangRo, GyeyangGu, Incheon 125707",8,0,Drama Club,v)nDD[)E,South Korea
12210129,Jahongir,ISE,Jung Hoseok,jahongir54@inha.edu,1034784134,20050609,M,"55 OndangRo, BupyeongGu, Incheon 121848",8,0,Rock Climbing,U!<Hj{ovE=,Uzbekistan
12210130,Park Hyunjin,IBT,Park Jimin,hyunjin73@inha.edu,1034269624,20050502,M,"51 GeumgangRo, SeoGu, Incheon 126054",8,100,Rock Climbing,9k4ynipn`,South Korea
12210131,Malika,ISE,Kang Daehyun,malika96@inha.edu,1067162363,19970427,F,"16 GeumgangRo, BupyeongGu, Incheon 127796",8,25,Skating,4_;9P0R*bL,Brazil
12210132,Park Hyunjin,IBT,Kim Seokjin,hyunjin41@inha.edu,1020703016,20030217,M,"45 GeumgangRo, GyeyangGu, Incheon 121370",8,0,Dance Club,D?kdntgy8',South Korea
12210133,Gulnoza,ISE,Park Jimin,gulnoza57@inha.edu,1022035207,19980314,F,"30 MyeongdongRo, BupyeongGu, Incheon 121593",8,0,Kayaking,|`:.XR+IZL,Brazil
12210134,Kim Minho,IBT,Choi Minseo,minho37@inha.edu,1063336728,20000728,M,"30 GeumgangRo, NamdongGu, Incheon 129067",8,0,Rock Climbing,{4@Qr/)y&',South Korea
12210000,Islom,ISE,Jung Hoseok,islom92@inha.edu,1044031910,19971215,M,"68 CheongunRo, YeonsuGu, Incheon 125904",7,25,Debate Team,I/Y(M:xZ<~,Brazil
12210001,Jung Donghyun,IBT,Jung Eunji,donghyun82@inha.edu,1096285749,20001225,M,"89 OndangRo, NamdongGu, Incheon 123276",7,50,Debate Team,%;)Kz=]>0A,Australia
12210002,Aizada Nurlan,KLC,Kang Daehyun,nurlan34@inha.edu,1030927923,19980808,F,"34 CheongunRo, BupyeongGu, Incheon 125558",7,0,Kayaking,"&7""euSK""GL",Brazil
12210003,Malika,ISE,Jung Hoseok,malika88@inha.edu,1070667273,20010821,F,"93 OndangRo, YeonsuGu, Incheon 125474",7,100,Debate Team,V21wLZj@Pu,Australia
12210004,Kang Seoyeon,IBT,Lee Hana,seoyeon85@inha.edu,1059496601,20031216,F,"81 GeumgangRo, NamdongGu, Incheon 121521",7,0,Debate Team,6b+@_ZTMrc,South Korea
12210005,Madina,ISE,Park Jimin,madina44@inha.edu,1023838560,19950719,F,"96 OndangRo, BupyeongGu, Incheon 123613",7,25,Rock Climbing,"BPqZ?RMe""/",Uzbekistan
12210006,Choi Soojin,IBT,Jung Hoseok,soojin67@inha.edu,1048015610,19960101,F,"70 GeumgangRo, NamdongGu, Incheon 123781",7,50,0,@?@MwX]SS0,United States
12210007,Jung Donghyun,IBT,Lee Hana,donghyun45@inha.edu,1042733963,19990307,M,"87 MyeongdongRo, YeonsuGu, Incheon 129223",7,50,Drama Club,xWyCf76T)Z,India
12210008,Lee Jisoo,IBT,Jung Hoseok,jisoo5@inha.edu,1062638841,20000827,F,"70 OndangRo, SeoGu, Incheon 127643",7,0,Debate Team,v[g$.']AZX,South Korea
12210009,Yamada Taro,KLC,Jung Hoseok,taro26@inha.edu,1012032495,19960625,M,"63 CheongunRo, BupyeongGu, Incheon 121330",7,50,0,vEei9nzvu<,India
12210010,Madina,ISE,Park Jimin,madina85@inha.edu,1032068710,19980515,F,"96 GeumgangRo, YeonsuGu, Incheon 124860",7,100,Dance Club,*pCS?Q'AYO,Uzbekistan
12210011,Jahongir,ISE,Jung Hoseok,jahongir44@inha.edu,1016205289,19960512,M,"31 MyeongdongRo, GyeyangGu, Incheon 121512",7,0,0,g5zLUp+q>~,Uzbekistan
12210012,Jung Donghyun,IBT,Park Jimin,donghyun27@inha.edu,1011636812,19980322,M,"70 JungangRo, SeoGu, Incheon 121558",7,25,Game Programming,YY}|[XVXNE,United States
12210013,Madina,ISE,Jung Hoseok,madina3@inha.edu,1063744999,20040311,F,"97 MyeongdongRo, BupyeongGu, Incheon 120157",7,0,Rock Climbing,_]C)~v?PyV,Uzbekistan
12210014,Kang Seoyeon,IBT,Choi Minseo,seoyeon53@inha.edu,1029832457,19960220,F,"49 JungangRo, GyeyangGu, Incheon 126702",7,25,Rock Climbing,/4$C'Jpa4),South Korea
12210015,Dilnoza,ISE,Park Jimin,dilnoza9@inha.edu,1050567154,19980819,F,"76 OndangRo, YeonsuGu, Incheon 124646",7,0,0,<]5Y4is)T,Germany
12210016,Islom,ISE,Lee Hana,islom38@inha.edu,1068554605,20000311,M,"14 GeumgangRo, BupyeongGu, Incheon 128382",7,50,Music Society,6@RjC.}3K\,India
12210017,Dilnoza,ISE,Jung Eunji,dilnoza1@inha.edu,1022954493,19990727,F,"36 MyeongdongRo, BupyeongGu, Incheon 123129",7,25,Dance Club,"o!B""I1V}`",United States
12210018,Kim Minho,IBT,Lee Hana,minho6@inha.edu,1029838387,20000913,M,"12 GeumgangRo, NamdongGu, Incheon 121298",7,0,0,~+A`i^wwXn,South Korea
12210019,Shohjahon,ISE,Jung Eunji,shohjahon50@inha.edu,1038812509,19960602,M,"63 JungangRo, SeoGu, Incheon 128145",7,100,Drama Club,h>Fsc]k?G[,Germany
12210020,Gulnoza,ISE,Lee Hana,gulnoza74@inha.edu,1010563635,19960404,F,"60 MyeongdongRo, YeonsuGu, Incheon 120919",7,50,Game Programming,E013~*1@V~,India
12210021,Madina,ISE,Lee Hana,madina8@inha.edu,1090847738,20041018,F,"19 CheongunRo, YeonsuGu, Incheon 121030",7,0,Game Programming,1wuknlMhjm,Uzbekistan
12210022,Azizbek,ISE,Jung Hoseok,azizbek96@inha.edu,1073879472,19991111,M,"91 GeumgangRo, GyeyangGu, Incheon 120260",7,50,0,"7cC3)xA""Pf",Australia
12210023,Dilnoza,ISE,Park Jimin,dilnoza83@inha.edu,1084385157,20020127,F,"90 CheongunRo, GyeyangGu, Incheon 122488",7,0,Rock Climbing,KQeId#Scyh,Australia
12210024,Choi Soojin,IBT,Choi Minseo,soojin77@inha.edu,1020955847,20010414,F,"35 OndangRo, GyeyangGu, Incheon 121726",7,100,Rock Climbing,PTRP+i_5=$,Germany
12210025,Takahashi Mei,KLC,Jung Hoseok,mei12@inha.edu,1022551623,20041126,F,"47 OndangRo, SeoGu, Incheon 125106",7,50,Game Programming,3U#AQ`<e0M,Germany
12210026,Choi Soojin,IBT,Choi Minseo,soojin93@inha.edu,1069169418,19960909,F,"23 JungangRo, YeonsuGu, Incheon 129258",7,0,Rock Climbing,\kr*^w]3?c,Brazil
12210027,Choi Soojin,IBT,Jung Hoseok,soojin12@inha.edu,1068378212,19990325,F,"18 CheongunRo, NamdongGu, Incheon 128585",7,25,Dance Club,DRuhG0N|C;,Germany
12210028,Aibek Temir,KLC,Park Jimin,temir23@inha.edu,1057351289,19960821,M,"63 OndangRo, GyeyangGu, Incheon 123402",7,0,Kayaking,Xdn1oAl$kG,Australia
12210029,Ruslan Bakyt,KLC,Park Jimin,bakyt45@inha.edu,1027041188,19970803,M,"21 GeumgangRo, GyeyangGu, Incheon 129627",7,50,Skating,.cRz^>cQZ0,Australia
12210030,Islom,ISE,Park Jimin,islom88@inha.edu,1024822426,20031028,M,"38 CheongunRo, SeoGu, Incheon 128498",7,100,Music Society,s<7M*0FqEl,United States
12210031,Kang Seoyeon,IBT,Jung Eunji,seoyeon31@inha.edu,1048582978,19980703,F,"59 JungangRo, YeonsuGu, Incheon 129972",7,25,Game Programming,h\6fsnY>^W,South Korea
12210032,Sarvar,ISE,Lee Hana,sarvar53@inha.edu,1063898153,19990612,M,"89 GeumgangRo, BupyeongGu, Incheon 129362",7,0,Rock Climbing,lx:Kcj3`e),Germany
12210033,Lee Jisoo,IBT,Kang Daehyun,jisoo38@inha.edu,1055379312,19990809,F,"13 CheongunRo, YeonsuGu, Incheon 123037",7,0,0,SI<~8G?So',South Korea
12210034,Choi Soojin,IBT,Choi Minseo,soojin31@inha.edu,1054018580,20000307,F,"58 GeumgangRo, SeoGu, Incheon 121923",7,0,Game Programming,.6U`hnKVGZ,Brazil
12210035,Min Win,KLC,Kang Daehyun,win61@inha.edu,1046933879,19950813,M,"40 OndangRo, YeonsuGu, Incheon 125408",7,50,0,"=e;NZ,_?I(",Australia
12210036,Thuzar Hnin,KLC,Lee Hana,hnin54@inha.edu,1087183121,19970710,F,"10 CheongunRo, YeonsuGu, Incheon 127816",7,25,Debate Team,5E):4y*$7$,India
12210037,Aizada Nurlan,KLC,Choi Minseo,nurlan73@inha.edu,1093735486,19991016,F,"36 OndangRo, YeonsuGu, Incheon 125665",7,0,0,d``t{\{]4,Australia
12210038,Choi Soojin,IBT,Choi Minseo,soojin2@inha.edu,1097307290,19961014,F,"53 CheongunRo, YeonsuGu, Incheon 124334",7,100,0,Z0$GqB*#?.,Brazil
12210039,Kim Minho,IBT,Kim Seokjin,minho67@inha.edu,1018181975,19960115,M,"54 MyeongdongRo, SeoGu, Incheon 126125",7,0,Rock Climbing,"L\e@@^@P=""",South Korea
12210040,Jung Donghyun,IBT,Jung Eunji,donghyun29@inha.edu,1091022302,19980109,M,"77 JungangRo, GyeyangGu, Incheon 126052",7,50,Dance Club,<4wD694Vmc,Brazil
12210041,Kang Seoyeon,IBT,Lee Hana,seoyeon58@inha.edu,1019367478,20010607,F,"57 MyeongdongRo, GyeyangGu, Incheon 121676",7,0,Kayaking,%{u4BJkHps,South Korea
12210042,Choi Soojin,IBT,Kim Seokjin,soojin21@inha.edu,1023503354,19971014,F,"38 MyeongdongRo, YeonsuGu, Incheon 123806",7,0,Dance Club,vY2j5Cq^X%,Germany
12210043,Park Hyunjin,IBT,Jung Eunji,hyunjin45@inha.edu,1061177811,20010206,M,"34 GeumgangRo, BupyeongGu, Incheon 129423",7,100,Kayaking,l<f8HVfR9,South Korea
12210044,Jahongir,ISE,Kim Seokjin,jahongir79@inha.edu,1058435349,20041120,M,"12 OndangRo, BupyeongGu, Incheon 124735",7,100,Dance Club,n+1FreXR~,Uzbekistan
12210045,Kim Minho,IBT,Lee Hana,minho76@inha.edu,1075597396,20000819,M,"15 OndangRo, NamdongGu, Incheon 122530",7,100,Rock Climbing,;V+NmCDc\;,South Korea
12210046,Gulnoza,ISE,Kang Daehyun,gulnoza13@inha.edu,1059132751,20010110,F,"60 MyeongdongRo, NamdongGu, Incheon 128797",7,100,Skating,py):~3veyu,United States
12210047,Ziyoda,ISE,Park Jimin,ziyoda14@inha.edu,1063947044,19950213,F,"80 GeumgangRo, YeonsuGu, Incheon 123969",7,0,0,z>Y)Ev/]z+,Brazil
12210048,Sarvar,ISE,Choi Minseo,sarvar84@inha.edu,1020285396,20020626,M,"35 MyeongdongRo, YeonsuGu, Incheon 129163",7,0,Rock Climbing,peb}%7F#qy,Germany
12210049,Ziyoda,ISE,Choi Minseo,ziyoda31@inha.edu,1092015667,19970210,F,"28 CheongunRo, BupyeongGu, Incheon 125687",7,25,Game Programming,Mx.9Ls~n=[,Germany
12210050,Azizbek,ISE,Kang Daehyun,azizbek80@inha.edu,1016104752,20041127,M,"46 CheongunRo, BupyeongGu, Incheon 128278",7,0,Rock Climbing,"Zo,H6Xcit2",Australia
12210051,Sarvar,ISE,Park Jimin,sarvar84@inha.edu,1054016622,19980406,M,"10 GeumgangRo, SeoGu, Incheon 121729",7,0,0,3FVkuFZd3],United States
12210052,Madina,ISE,Park Jimin,madina21@inha.edu,1026136164,20030514,F,"2 JungangRo, SeoGu, Incheon 123748",7,50,Rock Climbing,HSWKOUlC_T,Uzbekistan
12210053,Kang Seoyeon,IBT,Kim Seokjin,seoyeon22@inha.edu,1098517188,19950717,F,"69 OndangRo, GyeyangGu, Incheon 127483",7,0,0,K}RC1=K1$<,South Korea
12210054,Shohjahon,ISE,Park Jimin,shohjahon36@inha.edu,1019642987,19971007,M,"51 CheongunRo, BupyeongGu, Incheon 122508",7,50,Game Programming,4tQ$rVp<V:,Germany
12210055,Thuzar Hnin,KLC,Lee Hana,hnin50@inha.edu,1015877608,19960326,F,"59 MyeongdongRo, YeonsuGu, Incheon 120984",7,0,Debate Team,6[{'R@!)YB,India
12210056,Min Win,KLC,Park Jimin,win80@inha.edu,1022329461,20030714,M,"2 GeumgangRo, GyeyangGu, Incheon 128823",7,0,0,>k{oCmy882,Brazil
12210057,Islom,ISE,Kim Seokjin,islom71@inha.edu,1025741087,20030916,M,"50 CheongunRo, GyeyangGu, Incheon 126085",7,50,0,y4U]YB40nV,Australia
12210058,Jung Donghyun,IBT,Kim Seokjin,donghyun70@inha.edu,1014775658,19950407,M,"18 OndangRo, BupyeongGu, Incheon 122532",7,0,0,rTUArN`2=~,Australia
12210059,Kim Minho,IBT,Kang Daehyun,minho79@inha.edu,1060276787,20040526,M,"58 MyeongdongRo, SeoGu, Incheon 129539",7,0,Dance Club,OtAP@EM+8&,South Korea
12210060,Kang Seoyeon,IBT,Jung Eunji,seoyeon41@inha.edu,1096798580,19991204,F,"87 JungangRo, GyeyangGu, Incheon 120155",7,0,0,s=3n4LB1$,South Korea
12210061,Lee Jisoo,IBT,Lee Hana,jisoo87@inha.edu,1074252425,20051009,F,"13 GeumgangRo, GyeyangGu, Incheon 122905",7,100,Game Programming,"KJ#pn`YZ,S",South Korea
12210062,Jung Donghyun,IBT,Jung Eunji,donghyun99@inha.edu,1096915623,20050106,M,"21 GeumgangRo, SeoGu, Incheon 126727",7,0,Rock Climbing,AuyBy(.&]V,Australia
12210063,Azizbek,ISE,Park Jimin,azizbek39@inha.edu,1089794219,20031127,M,"99 MyeongdongRo, GyeyangGu, Incheon 126604",7,50,Skating,^/yVX$*F2,Brazil
12210064,Park Hyunjin,IBT,Choi Minseo,hyunjin56@inha.edu,1064906307,20031216,M,"78 JungangRo, SeoGu, Incheon 128403",7,0,0,N}qm1JJQX@,South Korea
12210065,Islom,ISE,Choi Minseo,islom71@inha.edu,1036498237,20020520,M,"99 GeumgangRo, NamdongGu, Incheon 129628",7,25,Rock Climbing,?hb6axXcW9,India
12210066,Azizbek,ISE,Choi Minseo,azizbek94@inha.edu,1026453295,20040610,M,"23 GeumgangRo, SeoGu, Incheon 129864",7,0,Kayaking,Q3z[}6UzJK,Germany
12210067,Jahongir,ISE,Jung Hoseok,jahongir55@inha.edu,1035253142,20050515,M,"93 OndangRo, NamdongGu, Incheon 126961",7,0,Dance Club,jyet)o74Ag,Uzbekistan
12210068,Park Hyunjin,IBT,Jung Eunji,hyunjin81@inha.edu,1014443081,20021015,M,"36 CheongunRo, YeonsuGu, Incheon 126804",7,0,0,^J0XZx1.?.,South Korea
12210069,Kang Seoyeon,IBT,Choi Minseo,seoyeon38@inha.edu,1053638364,20020512,F,"99 OndangRo, NamdongGu, Incheon 125114",7,0,Kayaking,NP1A6|e1rB,South Korea
12210070,Jahongir,ISE,Choi Minseo,jahongir74@inha.edu,1037801377,20050716,M,"91 MyeongdongRo, GyeyangGu, Incheon 128752",7,0,Drama Club,"FD$q~Ri#*,",Uzbekistan
12210071,Jahongir,ISE,Jung Hoseok,jahongir27@inha.edu,1090562859,19950313,M,"67 JungangRo, YeonsuGu, Incheon 126894",7,100,Rock Climbing,FGBOq=L=k,Uzbekistan
12210072,Choi Soojin,IBT,Choi Minseo,soojin3@inha.edu,1015822906,20051224,F,"45 CheongunRo, SeoGu, Incheon 126274",7,25,Kayaking,0:z7(!jyP},India
12210073,Aibek Temir,KLC,Kim Seokjin,temir77@inha.edu,1029814430,20020626,M,"65 GeumgangRo, GyeyangGu, Incheon 129193",7,50,Kayaking,y}r)M0|RCh,Germany
12210074,Adi Putri,KLC,Jung Eunji,putri91@inha.edu,1050938985,20020918,F,"49 JungangRo, BupyeongGu, Incheon 125287",7,50,Kayaking,"vB^S""j4u]",Brazil
12210075,Jung Donghyun,IBT,Kim Seokjin,donghyun77@inha.edu,1092707142,19960624,M,"86 CheongunRo, SeoGu, Incheon 128402",7,50,Music Society,~D+4`'(r59,Australia
12210076,Dilnoza,ISE,Kim Seokjin,dilnoza4@inha.edu,1091094395,19970514,F,"84 MyeongdongRo, NamdongGu, Incheon 121240",7,100,Rock Climbing,"{AvkvWU""R1",Brazil
12210077,Islom,ISE,Kim Seokjin,islom79@inha.edu,1055626506,20040524,M,"40 JungangRo, BupyeongGu, Incheon 122250",7,25,Skating,%#pb*PQ+Y,India
12210078,Sarvar,ISE,Park Jimin,sarvar73@inha.edu,1018805789,19970117,M,"35 OndangRo, NamdongGu, Incheon 121439",7,100,Dance Club,?BNX03~@l:,Germany
12210079,Bekbolot Akyl,KLC,Lee Hana,akyl77@inha.edu,1028296280,20021124,M,"64 JungangRo, YeonsuGu, Incheon 128270",7,0,Rock Climbing,v>'y]V8?wl,Germany
12210080,Jung Donghyun,IBT,Jung Eunji,donghyun45@inha.edu,1081347485,20000720,M,"90 OndangRo, YeonsuGu, Incheon 127318",7,0,0,+q^xo`}3&:,Brazil
12210081,Azizbek,ISE,Jung Eunji,azizbek69@inha.edu,1021643334,19990616,M,"11 JungangRo, SeoGu, Incheon 128486",7,0,0,H[QJQyTUrV,Australia
12210082,Kang Seoyeon,IBT,Jung Eunji,seoyeon56@inha.edu,1011282313,20020504,F,"30 MyeongdongRo, BupyeongGu, Incheon 129949",7,25,Debate Team,"""6iGvT,G)P",South Korea
12210083,Park Hyunjin,IBT,Jung Eunji,hyunjin44@inha.edu,1047396918,20050702,M,"6 MyeongdongRo, BupyeongGu, Incheon 124968",7,0,Debate Team,"/qywh""<`$?",South Korea
12210084,Lee Jisoo,IBT,Kang Daehyun,jisoo13@inha.edu,1088223728,19970517,F,"66 GeumgangRo, BupyeongGu, Incheon 122169",7,25,Skating,=k'T1|zhv,South Korea
12210085,Choi Soojin,IBT,Choi Minseo,soojin47@inha.edu,1016536390,19960421,F,"9 MyeongdongRo, NamdongGu, Incheon 127535",7,100,Music Society,_5Ga@v]2`s,Germany
12210086,Malika,ISE,Choi Minseo,malika17@inha.edu,1044159991,20010415,F,"20 GeumgangRo, GyeyangGu, Incheon 121269",7,0,0,sdXM)XPn{*,India
12210087,Madina,ISE,Lee Hana,madina25@inha.edu,1041858275,19960320,F,"79 MyeongdongRo, NamdongGu, Incheon 127177",7,25,Game Programming,%uRID/I>80,Uzbekistan
12210088,Dilnoza,ISE,Jung Eunji,dilnoza76@inha.edu,1097695893,19980312,F,"35 CheongunRo, BupyeongGu, Incheon 129315",7,25,Drama Club,NU;DJuLaXH,United States
12210089,Shohjahon,ISE,Lee Hana,shohjahon75@inha.edu,1068276793,20021012,M,"9 GeumgangRo, SeoGu, Incheon 127626",7,100,0,X*.S<Y*_w\,Brazil
12210090,Azizbek,ISE,Jung Hoseok,azizbek62@inha.edu,1050539327,19991012,M,"6 GeumgangRo, NamdongGu, Incheon 122082",7,100,Dance Club,OH9qA?]],Brazil
12210091,Kim Minho,IBT,Choi Minseo,minho75@inha.edu,1071912330,20050807,M,"20 CheongunRo, YeonsuGu, Incheon 128658",7,25,0,HwH{e&}X%,South Korea
12210092,Kim Minho,IBT,Kim Seokjin,minho32@inha.edu,1070233975,20010507,M,"37 OndangRo, GyeyangGu, Incheon 127135",7,50,Dance Club,mrherCkOa|,South Korea
12210093,Islom,ISE,Kim Seokjin,islom55@inha.edu,1065613543,19980514,M,"6 CheongunRo, NamdongGu, Incheon 123144",7,100,Dance Club,G?0YNVZbE{,India
12210094,Malika,ISE,Choi Minseo,malika37@inha.edu,1046395865,19980507,F,"16 JungangRo, SeoGu, Incheon 125400",7,100,Game Programming,O@kKhne=Vi,Australia
12210095,Kim Minho,IBT,Park Jimin,minho74@inha.edu,1014893249,20050705,M,"63 CheongunRo, GyeyangGu, Incheon 126483",7,25,Game Programming,{Ys$R[~msX,South Korea
12210096,Dilnoza,ISE,Park Jimin,dilnoza34@inha.edu,1017247518,19990303,F,"26 MyeongdongRo, NamdongGu, Incheon 125332",7,0,Drama Club,"fjQ\E,wH48",United States
12210097,Kang Seoyeon,IBT,Lee Hana,seoyeon34@inha.edu,1033554608,19990416,F,"92 JungangRo, GyeyangGu, Incheon 126835",7,0,Game Programming,uC2|o7+uIC,South Korea
12210098,Islom,ISE,Kang Daehyun,islom78@inha.edu,1080431132,19970411,M,"95 OndangRo, NamdongGu, Incheon 124782",7,25,Skating,"z{RpH~m2k""",Australia
12210099,Jung Donghyun,IBT,Choi Minseo,donghyun33@inha.edu,1016873078,19951117,M,"41 OndangRo, SeoGu, Incheon 126247",7,0,Skating,[SWWBgYE[,Germany
12210100,Jung Donghyun,IBT,Kim Seokjin,donghyun7@inha.edu,1092591376,19951125,M,"85 OndangRo, NamdongGu, Incheon 120410",7,25,Game Programming,8h;w0@#_FX,Germany
12210101,Kim Minho,IBT,Jung Hoseok,minho50@inha.edu,1081846668,20031120,M,"11 CheongunRo, YeonsuGu, Incheon 126757",7,0,0,)WTor.\y@p,South Korea
12210102,Yamada Taro,KLC,Choi Minseo,taro55@inha.edu,1082601770,19980717,M,"26 GeumgangRo, SeoGu, Incheon 126230",7,0,Music Society,MH{7Vv[JiS,India
12210103,Kim Minho,IBT,Lee Hana,minho63@inha.edu,1055668868,20040811,M,"88 GeumgangRo, NamdongGu, Incheon 129144",7,25,0,qK|!T5tH^^,South Korea
12210104,Kang Seoyeon,IBT,Lee Hana,seoyeon58@inha.edu,1030986563,20010204,F,"75 GeumgangRo, SeoGu, Incheon 126460",7,0,Skating,waVsHA?ji%,South Korea
12210105,Nazira Erkin,KLC,Jung Hoseok,erkin86@inha.edu,1068528246,20050719,F,"76 GeumgangRo, BupyeongGu, Incheon 120347",7,100,Drama Club,S'LXejj)Eh,Uzbekistan
12210106,Azizbek,ISE,Kim Seokjin,azizbek74@inha.edu,1060455367,19970209,M,"37 OndangRo, YeonsuGu, Incheon 123966",7,0,Music Society,OM%]4FWRw,India
12210107,Kang Seoyeon,IBT,Kim Seokjin,seoyeon84@inha.edu,1075207940,20000309,F,"33 MyeongdongRo, GyeyangGu, Incheon 127689",7,100,Dance Club,$|h'c'V1/A,South Korea
12210108,Sarvar,ISE,Choi Minseo,sarvar21@inha.edu,1095587037,20041125,M,"12 OndangRo, YeonsuGu, Incheon 128752",7,100,Drama Club,m@8Vs}L\/%,Brazil
12210109,Choi Soojin,IBT,Choi Minseo,soojin14@inha.edu,1047688588,19950320,F,"10 CheongunRo, BupyeongGu, Incheon 129737",7,100,0,C9y2CV}~;b,Brazil
12210110,Nguyen Hoa,KLC,Kim Seokjin,hoa68@inha.edu,1029216781,19950110,F,"45 MyeongdongRo, GyeyangGu, Incheon 127386",7,0,Kayaking,7ZypvIags,United States
12210111,Nguyen Hoa,KLC,Lee Hana,hoa66@inha.edu,1023842065,19961019,F,"16 CheongunRo, SeoGu, Incheon 127666",7,50,0,U;+luCXeS;,Germany
12210112,Azizbek,ISE,Kang Daehyun,azizbek63@inha.edu,1096013410,20030820,M,"69 JungangRo, YeonsuGu, Incheon 122642",7,0,Dance Club,"g[H[TjRtr""",India
12210113,Kang Seoyeon,IBT,Choi Minseo,seoyeon87@inha.edu,1092769892,19990908,F,"98 GeumgangRo, BupyeongGu, Incheon 120326",7,100,0,[WUmHSbbO,South Korea
12210114,Tanaka Haruka,KLC,Kim Seokjin,haruka1@inha.edu,1066191469,20030706,F,"95 JungangRo, GyeyangGu, Incheon 125425",7,0,Debate Team,WhD6`LVk/:,Germany
12210115,Malika,ISE,Kang Daehyun,malika39@inha.edu,1083865862,20030319,F,"7 CheongunRo, BupyeongGu, Incheon 123790",7,0,0,"E,D]vc8`{o",United States
12210116,Azizbek,ISE,Choi Minseo,azizbek32@inha.edu,1092848379,19980211,M,"55 MyeongdongRo, SeoGu, Incheon 122722",7,0,Dance Club,pq>SRXClTz,India
12210117,Bekbolot Akyl,KLC,Kang Daehyun,akyl71@inha.edu,1080286826,20010127,M,"35 CheongunRo, SeoGu, Incheon 122592",7,0,Kayaking,"DJ,IyZE_od",Germany
12210118,Hadi Budi,KLC,Lee Hana,budi27@inha.edu,1058148179,20010906,M,"81 MyeongdongRo, SeoGu, Incheon 122409",7,50,Dance Club,e+Dq&q~G[n,India
12210119,Gulnoza,ISE,Choi Minseo,gulnoza51@inha.edu,1052763622,20010816,F,"35 CheongunRo, BupyeongGu, Incheon 121643",7,25,Kayaking,(ZbuijH?y8,United States
12210120,Adi Putri,KLC,Kang Daehyun,putri30@inha.edu,1076255723,20010309,F,"38 OndangRo, SeoGu, Incheon 129059",7,0,0,@g+`0.'@k,Australia
12210121,Malika,ISE,Jung Eunji,malika98@inha.edu,1031044827,20010706,F,"54 GeumgangRo, BupyeongGu, Incheon 128710",7,0,Dance Club,l'MI/2<2?Z,Germany
